PPN; EPN; Jahr; Titel+Zusatz; Verfasser; Ort+Verlag; Umfang; Basisklassifikation; Schlagwort; ExKommentar4802; Schlagwort6800; Abrufzeichen8600; Signatur; Standort; URL588846694; 3979452271; 1933; Opisanie karty lensko-chatanskogo kraja po materialam Jakutskoj Ėkspedicii Akademii nauk SSSR; nan; Leningrad : Vsesojuznyj arktičeskij Institut [u.a.]; 1 Band (186 Seiten); nan; nan; nan; nan; nan; 4'@Kart. D 3281; 1:KTA; nan
1696969174; 3646588969; 1931; Karta Aziatsskoj časti S.S.S.R; nan; Moskva : Izdanie Giprogora RSFSR; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2357; 1:KTA; nan
069575320; 1720695008; 1918; Kazalinsk; nan; [Berlin] : Kgl. Preuß. Landesaufnahme; 1 Kt; nan; nan; nan; nan; nan; Kart. D 2295-3; 1:KTA; nan
069575312; 1720695199; 1918; Meschhed; nan; [Berlin] : Kgl. Preuß. Landesaufnahme; 1 Kt; nan; nan; nan; nan; nan; Kart. D 2295-2; 1:KTA; nan
069575304; 1720694907; 1918; Chiwa; nan; [Berlin] : Kgl. Preuß. Landesaufnahme; 1 Kt.; nan; nan; nan; nan; nan; Kart. D 2295-1; 1:KTA; nan
1755629613; 3914234334; 1914; Russia in Asia : (Siberia); nan; [London] : Georg Philip & Son; 2 Karten auf 1 Blatt; nan; nan; nan; nan; nan; Kart. D 2315; 1:KTA; nan
1741190665; 3813348601; 1914; Economic map of the Russian Empire : prepared especially for R. Martens & Co.; nan; London : 'Geographia'; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2312; 1:KTA; nan
50617087X; 894853260; 1914; nan; nan; S. Peterburg; 4 S., 71 Bl., 24 S.; nan; nan; nan; nan; nan; 2'@Kart. D 2320; 1:KTA; nan
50617087X; 894853279; 1914; nan; nan; S. Peterburg; 4 S., 71 Bl., 24 S.; nan; nan; nan; nan; nan; 2'@Kart. D 2320<a>; 1:KTA; nan
144590476; 425207730; 1914; Priloženija; nan; St. Peterburg; CLV S.; nan; nan; nan; nan; nan; 4'@Kart. D 2320-3; 1:KTA; nan
144590476; 425988538; 1914; Priloženija; nan; St. Peterburg; CLV S.; nan; nan; nan; nan; nan; 4'@Kart. D 2320-3<a>; 1:KTA; nan
144590468; 425207722; 1914; Zemlja i chozjajstwo; nan; St. Peterburg; 638 S.; nan; nan; nan; nan; nan; 4'@Kart. D 2320-2; 1:KTA; nan
144590468; 42598852x; 1914; Zemlja i chozjajstwo; nan; St. Peterburg; 638 S.; nan; nan; nan; nan; nan; 4'@Kart. D 2320-2<a>; 1:KTA; nan
14459045X; 425207714; 1914; Ljudi i porjadki za Uralom; nan; St. Peterburg; VIII, 576, II S.; nan; nan; nan; nan; nan; 4'@Kart. D 2320-1; 1:KTA; nan
14459045X; 425988511; 1914; Ljudi i porjadki za Uralom; nan; St. Peterburg; VIII, 576, II S.; nan; nan; nan; nan; nan; 4'@Kart. D 2320-1<a>; 1:KTA; nan
1756095353; 3918587134; 1913; Tektonische Karte des Kalbinski-Gebirges in Westsibirien; nan; Gotha : Justus Perthes; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2932; 1:KTA; nan
1776250354; 3999280468; 1912; Karte des Pamir; nan; Gotha : Justus Perthes; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3395; 1:KTA; nan
1783573325; 4026648125; 1910; Stanford's map of the Siberian Railway : the great land route to China and Korea; nan; London : Edward Stanford; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2308; 1:KTA; nan
1783573325; 402664815X; 1910; Stanford's map of the Siberian Railway : the great land route to China and Korea; nan; London : Edward Stanford; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2308<a>; 1:KTA; nan
1787397602; 404708834X; 1909; Ostrov Sachalin : semla rudnicnago raiona Snital v 1909 godu...; nan; [St. Petersburg] : Kartografičeskoe zavedenie A. Ilʹina; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3423; 1:KTA!; nan
1700547356; 3687060063; 1908; Specialnaja karta vostočno-aziatskoj časti SSSR : s prilegajuščimi k nemu gosudarstvani; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; Karten; nan; nan; Revision IIIC 2020; nan; nan; Kart. D 2311; 4:KTA; nan
1783573252; 402664801X; 1907; Stanford's map of the Siberian Railway : the great land route to China and Korea; nan; London : Edward Stanford; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2307<1907>; 1:KTA; nan
1777480752; 4002291715; 1905; Voenno dorožnaja karta Azijatskoj Rossii; Ilʹin, Aleksej Afinogenovič *1832-1889* ; ID: gnd/1089307551; S. Peterburg : Voenno-Topografičeskij Otdel; 1 Karte auf 15 Blättern; nan; nan; nan; nan; nan; Kart. D 2275; 1:KTA; nan
1743012071; 3826162285; 1905; Map of the country round Vladivostok; nan; [London] : [War Office]; 1 map; nan; nan; nan; nan; nan; Kart. D 3750; 1:KTA; nan
1700557386; 3687239039; 1905; Specialnaja desjativerstnaja karta zapadnoj Sibiri; nan; [Omsk] : [Sibirski Voenno-Topografičeski Otdel]; Karten; nan; nan; Revision IIIC 2020; nan; nan; Kart. D 2310; 4:KTA; nan
668273658; 1268788848; 1905; Karta Morskich' promijslov' južnago Sachalina : k' knigij P. Ju. Schmidta 'Morskie promijslij o Sachalin'; nan; [Moskau]; 1 Kt.; nan; nan; nan; Provenienz: Bundesforschungsanstalt für Landeskunde und Raumordnung <Bonn>; |k|Bundesforschungsanstalt für Landeskunde und Raumordnung <Bonn>; nan; Kart. D 3422; 1:KTA; nan
1783573198; 4026647927; 1904; Stanford's map of the Siberian Railway : the great land route to China and Korea; nan; London : Edward Stanford; 1 map; nan; nan; nan; nan; nan; Kart. D 2307; 1:KTA; nan
1738569705; 3801025128; 1904; [Wladiwostok und Umgebung]; nan; S. Peterburg : Kartogr. zav. A. Il'ina; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3748; 1:KTA; nan
1686691556; 3573373682; 1904; Karta tobolskoj gubernii; nan; St. Petersburg; 2 Karten; nan; nan; nan; nan; nan; Kart. D 3584; 1:KTA; nan
1686691556; 3573373690; 1904; Karta tobolskoj gubernii; nan; St. Petersburg; 2 Karten; nan; nan; nan; nan; nan; 8'@Kart. D 3584; 1:KTA; nan
1698680341; 3669902570; 1901; Karta putej soobščenija Aziatskoj Rossii; Карта путей сообщенìя Азìатской Россìи : Изданìе министерства путей сообщенìя; nan; Saint-Petersbourg : A. Iline; 1 Karte auf 3 Blättern; nan; nan; nan; nan; nan; Kart. D 2304; 1:KTA; nan
1698680309; 3669902392; 1899; Karta putej soobščenija Aziatskoj Rossii; Карта путей сообщенìя Азìатской Россìи : Изданìе министерства путей сообщенìя; nan; Saint-Petersbourg : A. Il'in; 1 Karte auf 3 Blättern; nan; nan; nan; nan; nan; Kart. D 2302; 1:KTA; nan
1748689282; 3864083125; 1897; Russisch-Asien und Franz-Josef-Land : zur Übersicht der Sibirisch-Mandschurischen Eisenbahn und der Aufnahmen von F. Nansen 1893/6, F. Jackson 1894/6 und A. Wilkitzki 1894/5 ; Ausschnitt aus: H. Berghaus' 'Chart of the World', 12. Aufl.; nan; Gotha : Justus Perthes; 1 Kt.; nan; nan; Nachlass Kiepert No. 2336; Revision IIIC 2023; nan; nan; Kart. D 2296; 4:KTA; nan
1742840310; 3825722791; 1897; Reiseweg von Dr. G. Huth im Jenissei-Gebiet; nan; Berlin : Geographisch-lithographische Anstalt; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2835; 1:KTA; nan
1782230475; 402042005X; 1895; Wasserstrassen-Verbindungen in Sibirien : nach den Projekten von A. Ssibiriakoff.; nan; Gotha : Justus Perthes; 1 Karte; nan; nan; Nachlass Kiepert No. 3337; Revision IIIC 2023; nan; nan; Kart. D 2295/9; 1:KTA; nan
1755998864; 3918093107; 1895; Zakaspijskoj oblastʹ i Persii; nan; [Sanktpeterburg?] : [Verlag nicht ermittelbar]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3594; 1:KTA; nan
415167647; 421889470; 1895; Karta Azijatskoj Rossii; nan; [Sanktpeterburg:] Izd. v Kartograf. Zavedenii Voenno-Topograj. Otděla Glavnago Štaba; 4 Bl.; nan; nan; nan; nan; nan; Kart. D 2299; 1:KTA; nan
1787953807; 4048853856; 1890; [Taimyr-See mit Umgebung]; nan; nan; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3568; 4:KTA; nan
1667645897; 3488354962; 1890; Chung-O-chiao-chich-ch'üan-t'u; nan; [Erscheinungsort nicht ermittelbar] : [Verlag nicht ermittelbar]; 1 Karte auf 2 Blättern; nan; nan; nan; nan; nan; Kart. D 2287; 1:KTA; nan
1028348010; 1791743234; 1890; [Baikal und Nertschinsk]; nan; S.l.; 2 Kartenblätter; nan; nan; nan; nan; nan; Kart. D 2694; 1:KTA; nan
1745824316; 384344305X; 1888; Karte der Neusibirischen Inseln und des Jana Landes; nan; [Berlin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3334; 1:KTA; nan
1701725894; 3669898565; 1888; nan; nan; [Moskva]; Karten; nan; nan; nan; nan; nan; Kart. D 2294; 1:KTA; nan
1700459139; 3685839527; 1888; Karte der Neusibirischen Inseln und des Jana-Landes : Zur Übersicht der Reiserouten einer von Alexander Bunge u. Baron Eduard Toll 1885 u. 1886 ausgeführten Expedition der Kaiserl. Russ. Akademie der Wissenschaften nebst Angabe der Routen früherer Reisender; nan; Gotha : Justus Perthes; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3333; 1:KTA; nan
1696941776; 3646422017; 1886; Karta verchov'ev Amu-Dar'i; nan; [Moskva]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2442; 1:KTA; nan
1698848307; 3671359390; 1885; Karta zakaspiiskoj oblasti; nan; [Place of publication not identified] : Voenno-topograficheskiĭ Otdi︠e︡l Kavkazskago voennogo okruga; 1 Karte auf 9 Blätter; nan; nan; nan; nan; nan; Kart. D 3591; 1:KTA; nan
1844077179; 4317253305; 1884; Karta Aziatskoj Rossii : c' prilegajušimi k' nej vladěnijami; nan; Sankt Peterburg : [Voenno-Topografičes. Depo]; 1 Karte auf 8 Blättern; nan; nan; nan; nan; nan; Kart. D 2290/1; 1:KTA; nan
1700573683; 3687281078; 1884; A. Regels Reise in Darwas : November & Dezember 1883; nan; Gotha : Justus Perthes; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2790; 4:KTA; nan
1700496131; 3686598639; 1884; Merw und das Russisch-Persische Grenzgebiet : nach den neuesten Quellen; nan; Gotha : Justus Perthes; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 3320; 4:KTA; nan
434652458; 402179269; 1884; Karta Azijatskoj Rossii s prilegajuščimi k nej vladěnijami (100 verst v djujmě); nan; (St. Petersburg); 1 Kt.; nan; nan; nan; nan; nan; Kart. D 2291/1; 1:KTA; nan
434652458; 3669930876; 1884; Karta Azijatskoj Rossii s prilegajuščimi k nej vladěnijami (100 verst v djujmě); nan; (St. Petersburg); 1 Kt.; nan; nan; nan; nan; nan; Kart. D 2291; 1:KTA; nan
1700601806; 3687346757; 1883; Karta Aziatskoj Rossii : c' prilegajušimi k' nej vladěnijami; nan; Sankt Peterburg : [Voenno-Topografičes. Depo]; 1 Karte auf 8 Blättern; nan; nan; nan; nan; nan; Kart. D 2290; 1:KTA; nan
175687302X; 3921019400; 1882; A map of the Russo-Persian frontier to illustrate the journey to Merv; O'Donovan, Edmond; London : Smith, Elder & Co; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2288; 4:KTA; nan
1748695916; 386417533X; 1882; Specialkarte der neuen russisch-persischen Grenze und der Oase Merv; nan; Gotha : Justus Perthes; 1 Kt.; nan; nan; Nachlass Kiepert No. 3305; nan; nan; Kart. D 3562; 4:KTA; nan
173684217X; 3788127813; 1881; Karte von Achal-Teke und Merw; nan; Berlin : E.S. Mittler & Sohn; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2392; 1:KTA; nan
1750402394; 3881414487; 1880; Karta Turkestanskago general gubernatorstva : Chivinskago, Burckarskago i Kokanskago Chanstv' : c' pogrsničymi častjami srednej Azīi; nan; [Saint Petersburg] : Izdanīe Kartograficheskago Zavedenie A. Ilʹina; [Saint Petersburg] : Изданіе Картографическаго заведенія А. Ильина; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3644; 1:KTA; nan
1667645501; 348835413X; 1880; Chung-O-chiao-chich-ch'üan-t'u; nan; [Erscheinungsort nicht ermittelbar] : [Verlag nicht ermittelbar]; 1 Karte auf 35 Blättern; nan; nan; nan; nan; nan; Kart. D 2285/1; 1:KTA; nan
1667645250; 3488353559; 1880; Chung-O-chiao-chich-ch'üan-t'u; nan; [Erscheinungsort nicht ermittelbar] : [Verlag nicht ermittelbar]; 1 Karte auf 35 Blättern; nan; nan; nan; nan; nan; 2'@Kart. D 2285; 1:KTA; nan
1700597760; 3687334740; 1879; Specialkarte von Nord-Sibirien zwischen Lena und Beringstrasse mit Nordenskiölds Kurs im Dampfer 'Vega'; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3370; 4:KTA; nan
1700597078; 3687333302; 1879; Specialkarte von Nord-Sibirien zwischen Lena und Beringstrasse in 2 Blatt; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Karte auf 2 Blättern; nan; nan; nan; nan; nan; Kart. D 3369; 1:KTA; nan
129602507; 418533946; 1879; A. Petermann's Mitteilungen aus Justus Perthes' Geographischer Anstalt; nan; Gotha [u.a.] : Perthes; nan; 74.00$jGeographie$jAnthropogeographie: Allgemeines; 104394285: Geografie ; ID: gnd/4020216-1; nan; nan; nan; 4'@Kart. D 3426; 1:KTA; nan
169694158X; 3646421460; 1878; Karta verchov'ev Amu-Dar'i; nan; [Moskva]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2440; 1:KTA; nan
169694158X; 3646421479; 1878; Karta verchov'ev Amu-Dar'i; nan; [Moskva]; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2440<a>; 4:KTA; nan
1750399423; 3881402608; 1877; Karta Azijatskoj Rossii; nan; [S. Peterburg] : Kartografičeskoe Zaved. A. Il'ina; 1 Karte auf 4 Blättern; nan; nan; nan; nan; nan; Kart. D 2280; 1:KTA; nan
1756273421; 3918780120; 1873; Specialkarte von Nord-Sibirien zwischen Jenisei & Lena nach allen bisherigen Aufnahmen & Expeditionen; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 2832; 4:KTA; nan
1171036752; 4274895289; 1873; Übersichtskarte der vom russischen Gebiete im Osten des Kaspischen Meeres nach Chiwa führenden Strassen : nach Recognoscirungen des k. Russischen Generalstabes; nan; Berlin : Reimer; 1 Kt.; nan; nan; nan; nan; nan; Kart. D 3120; 1:KTA; nan
1171036752; 4274895297; 1873; Übersichtskarte der vom russischen Gebiete im Osten des Kaspischen Meeres nach Chiwa führenden Strassen : nach Recognoscirungen des k. Russischen Generalstabes; nan; Berlin : Reimer; 1 Kt.; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 3120<a>; 4:KTA; nan
1588297837; 3669859381; 1871; Počtovaja Karta Aziatskoj Rossii, Sibiri; nan; S. Peterburg' : Postovym'' Departamentom''; 1 Karte in 2 Teilen auf 2 Blättern; nan; 229784704: Russland$xAsiatischer Teil ; ID: gnd/4457321-2; 106196464: Post ; ID: gnd/4046886-0; nan; nan; nan; Kart. D 2265; 1:KTA; nan
1735548561; 3780006812; 1870; Karta Jakutskoj, Amurskoj i primorskoj oblastej; nan; St. Petersburg : Kartografičeskoe zavedenie A. Ilʹina; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2820; 1:KTA; nan
174862931X; 3858587729; 1869; [Karte des General-Gouvernements Turkestan]; nan; [St. Petersburg]; 1 Karte auf 2 Blättern; nan; nan; nan; nan; nan; Kart. D 3642; 1:KTA; nan
1735550965; 3780012138; 1869; Karta Turkestanskoj oblasti; nan; [St. Petersburg] : Kartografičeskoe zavedenie A. Ilʹina; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3538; 1:KTA; nan
1735549800; 3780009560; 1869; Karta Syr Dar'inskoj oblasti; nan; [St. Petersburg] : Kartografičeskoe zavedenie A. Ilʹina; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3539; 1:KTA; nan
1735549460; 378000884X; 1869; Karta Semirjcenskoj oblastej; nan; St. Petersburg : Kartografičeskoe zavedenie A. Ilʹina; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3500; 1:KTA; nan
1774484811; 3991400510; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-6,5; 1:KTA; nan
1774484757; 3991400367; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-6,4; 1:KTA; nan
1774484706; 3991400170; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-6,3; 1:KTA; nan
1774484552; 3991399814; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-5,5; 1:KTA; nan
1774484463; 399139961X; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-5,4; 1:KTA; nan
1774484382; 3991399253; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-5,3; 1:KTA; nan
1774484307; 3991399083; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-5,2; 1:KTA; nan
1774484242; 3991398982; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-4,5; 1:KTA; nan
1774484188; 399139880X; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-4,4; 1:KTA; nan
1774484110; 3991398613; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-4,3; 1:KTA; nan
177448403X; 399139846X; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-4,2; 1:KTA; nan
1774483963; 3991398141; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-4,1; 1:KTA; nan
1774483793; 3991397641; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-3,5; 1:KTA; nan
177448370X; 3991397420; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-3,4; 1:KTA; nan
1774483564; 3991397188; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-3,3; 1:KTA; nan
1774483491; 3991397048; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-3,2; 1:KTA; nan
1774483416; 399139684X; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-3,1; 1:KTA; nan
1774483211; 3991396564; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-2,4; 1:KTA; nan
1774483122; 3991396378; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-2,3; 1:KTA; nan
1774483025; 3991396157; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-2,2; 1:KTA; nan
1774482908; 3991395800; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-2,1; 1:KTA; nan
1774476649; 3991364271; 1868; nan; nan; St. Petersburg : [Kartographische Anstalt von A. Jlijin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2408-1,3; 1:KTA; nan
1748629247; 3858587214; 1868; [Karte des General-Gouvernements Turkestan]; nan; [St. Petersburg]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3641; 1:KTA; nan
1844077659; 431725400X; 1866; Der Mittellauf des Syr (Iaxartes); nan; Berlin : D. Reimer; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 3537; 4:KTA; nan
1797129295; 4108051718; 1866; Karta južnoj časti ostrova Sarhalina; nan; [Russland?] : [Verlag nicht ermittelbar]; 1 Karte auf 2 Blättern; nan; nan; nan; nan; nan; Kart. D 3420; 1:KTA; nan
1797129295; 4108052579; 1866; Karta južnoj časti ostrova Sarhalina; nan; [Russland?] : [Verlag nicht ermittelbar]; 1 Karte auf 2 Blättern; nan; nan; nan; nan; nan; Kart. D 3420<a>; 1:KTA; nan
1737617994; 3791519433; 1866; Karta Aziâtskoj Rossii : sostavlena po novejšim svedenâm generalʹnago štaba podpolkovnikom Ilʹinym; Ilʹin, Aleksej Afinogenovič *1832-1889* ; ID: gnd/1089307551; [Sankt-Peterburg] : A. Ilʹin; 1 carte; nan; nan; nan; nan; nan; Kart. D 2260; 1:KTA; nan
1049356276; 1849737118; 1866; Der Mittellauf des Syr (Iaxartes); nan; Berlin : D. Reimer; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3536; 1:KTA; nan
1737639599; 3791601415; 1865; Karta Kirgizskoj stepi : (Oblastej : Orenburgskih i Sibirskih Kirgizov, Semipalatinskoj i Turkestanskoj) s pograničnymi častâmi Sredne-Aziâtskih vladenij; nan; Sankt-Peterburg : A. Ilʹin; 1 carte; nan; nan; nan; nan; nan; Kart. D 3220; 1:KTA; nan
1700601040; 3687342190; 1865; Karta Aziatskoj Rossii; nan; St. Peterburg : [Voenno-Topografičes. Depo]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2251; 1:KTA; nan
170060094X; 3687341984; 1865; Karta Aziatskoj Rossii; nan; St. Peterburg : [Voenno-Topografičes. Depo]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2250; 1:KTA; nan
1802497137; 4135926053; 1864; nan; nan; St. Petersburg : [Chromolith. u. metallogr. Anstalt von Poltorazki u. Iljin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2530-7; 1:KTA; nan
1802496963; 413592574X; 1864; nan; nan; St. Petersburg : [Chromolith. u. metallogr. Anstalt von Poltorazki u. Iljin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2530-6; 1:KTA; nan
1802496882; 4135925553; 1864; nan; nan; St. Petersburg : [Chromolith. u. metallogr. Anstalt von Poltorazki u. Iljin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2530-5; 1:KTA; nan
1802496793; 4135925340; 1864; nan; nan; St. Petersburg : [Chromolith. u. metallogr. Anstalt von Poltorazki u. Iljin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2530-4; 1:KTA; nan
1802496637; 4135925006; 1864; nan; nan; St. Petersburg : [Chromolith. u. metallogr. Anstalt von Poltorazki u. Iljin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2530-3; 1:KTA; nan
1802496483; 4135924700; 1864; nan; nan; St. Petersburg : [Chromolith. u. metallogr. Anstalt von Poltorazki u. Iljin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2530-2; 1:KTA; nan
1802496297; 4135924328; 1864; nan; nan; St. Petersburg : [Chromolith. u. metallogr. Anstalt von Poltorazki u. Iljin]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2530-1; 1:KTA; nan
1794913645; 4080881487; 1864; Die russische Telegraphenlinie durch Sibirien; nan; Berlin : D. Reimer; 1 Karte; nan; nan; nan; nan; nan; Kart. D 2240; 1:KTA!; nan
177962087X; 4008368930; 1864; Karta rěčnych oblastej Amura; nan; St. Petersburg : [Chromolith. u. metallogr. Anstalt von Poltorazki u. Iljin]; Karten; nan; nan; nan; nan; nan; Kart. D 2530; 1:KTA; nan
1738628914; 3802099079; 1864; Carte des régions Sémiretschinsk et Transilienne dans l'Asie centrale : d'après les dernièrs travaux de M.Mrs. Séménof, Véniukof et Golubef; Malte-Brun, Victor Adolphe *1816-1889* ; ID: gnd/116716134; [Paris] : Société de géographie; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3450; 1:KTA; nan
1738628914; 3802101774; 1864; Carte des régions Sémiretschinsk et Transilienne dans l'Asie centrale : d'après les dernièrs travaux de M.Mrs. Séménof, Véniukof et Golubef; Malte-Brun, Victor Adolphe *1816-1889* ; ID: gnd/116716134; [Paris] : Société de géographie; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3451; 4:KTA; nan
173761815X; 3791519883; 1864; Karta Aziâtskoj Rossii : sostavlena po novejšim svedenâm generalʹnago štaba podpolkovnikom Ilʹinym; Ilʹin, Aleksej Afinogenovič *1832-1889* ; ID: gnd/1089307551; [Sankt-Peterburg] : A. Ilʹin; 1 carte; nan; nan; nan; nan; nan; Kart. D 2259; 1:KTA; nan
1746316772; 3846231908; 1863; Itinéraire de la côte mérdionale de la Mer Caspienne; nan; nan; 1 Karte; nan; nan; Revision IIIC 2023; nan; nan; Kart. D 3106; 4:KTA; nan
1700594117; 3687326926; 1862; General'naka karta zapadnoj Sibiri s' kirgizskoju step'ju; nan; [Sankt Petersburg]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3719; 1:KTA; nan
1700594001; 3687326748; 1862; General'naka karta zapadnoj Sibiri s' kirgizskoju step'ju; nan; [Sankt Petersburg]; 1 Karte auf 4 Blättern; nan; nan; nan; nan; nan; Kart. D 3718; 1:KTA; nan
1700600222; 3687340325; 1860; Karta Azìâtskoj Rossìi; nan; St. Peterburg : [Voenno-Topografičes. Depo]; 1 Karte auf 4 Blättern; nan; nan; nan; nan; nan; Kart. D 2254; 1:KTA; nan
1700600222; 3687340333; 1860; Karta Azìâtskoj Rossìi; nan; St. Peterburg : [Voenno-Topografičes. Depo]; 1 Karte auf 4 Blättern; nan; nan; nan; nan; nan; Kart. D 2254<a>; 1:KTA; nan
1698329121; 3667364431; 1860; Karta okruga vnurtrennich' Kirgizov' Semipolatinskoj oblasti; nan; nan; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3210; 1:KTA; nan
860999548; 391813704X; 1860; Karte des Kossogol-Beckens und eines Theiles von Trans-Baikalien : nach Permikin's Forschungen und anderen authentischen russischen Quellen; nan; Gotha : Justus Perthes; Gotha : Hellfarth; 1 Kt; nan; nan; nan; nan; nan; Kart. D 2716; 1:KTA; nan
1747759058; 3849897567; 1859; Ostrov' Čeleken' : Kaspïiskago Morja : vostočn. ber. : po s'emke i promeru 1859 g.; nan; [Russsland?]; 1 Karte; nan; nan; nan; nan; nan; Kart. D 3595; 1:KTA; nan
